"ID","Area","Year","Element","Unit","Value","Item","Element.1","Unit.1","Value.1","Item.1","Unit.2","Value.2"
"Thailand 1980","Thailand",1980,"Total Population - Both sexes","1000 persons",45737.753,"Cereals, primary","Production","tonnes",20612202,"Cropland","1000 ha",18298
"Thailand 1981","Thailand",1981,"Total Population - Both sexes","1000 persons",46727.292,"Cereals, primary","Production","tonnes",21509964,"Cropland","1000 ha",18681
"Thailand 1982","Thailand",1982,"Total Population - Both sexes","1000 persons",47700.34,"Cereals, primary","Production","tonnes",20132738,"Cropland","1000 ha",19099
"Thailand 1983","Thailand",1983,"Total Population - Both sexes","1000 persons",48670.565,"Cereals, primary","Production","tonnes",23439992,"Cropland","1000 ha",19198
"Thailand 1984","Thailand",1984,"Total Population - Both sexes","1000 persons",49636.724,"Cereals, primary","Production","tonnes",24517269,"Cropland","1000 ha",19331
"Thailand 1985","Thailand",1985,"Total Population - Both sexes","1000 persons",50594.94,"Cereals, primary","Production","tonnes",25614834,"Cropland","1000 ha",19847
"Thailand 1986","Thailand",1986,"Total Population - Both sexes","1000 persons",51542.094,"Cereals, primary","Production","tonnes",23401196,"Cropland","1000 ha",20036
"Thailand 1987","Thailand",1987,"Total Population - Both sexes","1000 persons",52479.181,"Cereals, primary","Production","tonnes",21413971,"Cropland","1000 ha",20490
"Thailand 1988","Thailand",1988,"Total Population - Both sexes","1000 persons",53410.965,"Cereals, primary","Production","tonnes",26168704,"Cropland","1000 ha",20568
"Thailand 1989","Thailand",1989,"Total Population - Both sexes","1000 persons",54324.004,"Cereals, primary","Production","tonnes",25241350,"Cropland","1000 ha",20567
"Thailand 1990","Thailand",1990,"Total Population - Both sexes","1000 persons",55228.41,"Cereals, primary","Production","tonnes",21169497,"Cropland","1000 ha",20603
"Thailand 1991","Thailand",1991,"Total Population - Both sexes","1000 persons",56099.865,"Cereals, primary","Production","tonnes",24462238,"Cropland","1000 ha",20726
"Thailand 1992","Thailand",1992,"Total Population - Both sexes","1000 persons",56939.02,"Cereals, primary","Production","tonnes",23864309.8,"Cropland","1000 ha",20574
"Thailand 1993","Thailand",1993,"Total Population - Both sexes","1000 persons",57776.082,"Cereals, primary","Production","tonnes",22017633.8,"Cropland","1000 ha",20445
"Thailand 1994","Thailand",1994,"Total Population - Both sexes","1000 persons",58610.01,"Cereals, primary","Production","tonnes",25347074,"Cropland","1000 ha",20320
"Thailand 1995","Thailand",1995,"Total Population - Both sexes","1000 persons",59424.834,"Cereals, primary","Production","tonnes",26413003.88,"Cropland","1000 ha",20410
"Thailand 1996","Thailand",1996,"Total Population - Both sexes","1000 persons",60211.096,"Cereals, primary","Production","tonnes",27143793.4,"Cropland","1000 ha",20063
"Thailand 1997","Thailand",1997,"Total Population - Both sexes","1000 persons",60989.108,"Cereals, primary","Production","tonnes",27617108.68,"Cropland","1000 ha",19642
"Thailand 1998","Thailand",1998,"Total Population - Both sexes","1000 persons",61745.217,"Cereals, primary","Production","tonnes",27814014.05,"Cropland","1000 ha",19252
"Thailand 1999","Thailand",1999,"Total Population - Both sexes","1000 persons",62442.651,"Cereals, primary","Production","tonnes",28660816.74,"Cropland","1000 ha",19217
"Thailand 2000","Thailand",2000,"Total Population - Both sexes","1000 persons",63066.603,"Cereals, primary","Production","tonnes",30529251,"Cropland","1000 ha",19034
"Thailand 2001","Thailand",2001,"Total Population - Both sexes","1000 persons",63649.892,"Cereals, primary","Production","tonnes",33822931.02,"Cropland","1000 ha",19028
"Thailand 2002","Thailand",2002,"Total Population - Both sexes","1000 persons",64222.58,"Cereals, primary","Production","tonnes",32806558.46,"Cropland","1000 ha",18889
"Thailand 2003","Thailand",2003,"Total Population - Both sexes","1000 persons",64776.956,"Cereals, primary","Production","tonnes",34289394.42,"Cropland","1000 ha",18754
"Thailand 2004","Thailand",2004,"Total Population - Both sexes","1000 persons",65311.166,"Cereals, primary","Production","tonnes",33405924.16,"Cropland","1000 ha",18755
"Thailand 2005","Thailand",2005,"Total Population - Both sexes","1000 persons",65821.36,"Cereals, primary","Production","tonnes",34964181.01,"Cropland","1000 ha",18810
"Thailand 2006","Thailand",2006,"Total Population - Both sexes","1000 persons",66319.525,"Cereals, primary","Production","tonnes",34133744.02,"Cropland","1000 ha",18900
"Thailand 2007","Thailand",2007,"Total Population - Both sexes","1000 persons",66826.754,"Cereals, primary","Production","tonnes",36686811.91,"Cropland","1000 ha",19000
"Thailand 2008","Thailand",2008,"Total Population - Both sexes","1000 persons",67328.239,"Cereals, primary","Production","tonnes",36598693.66,"Cropland","1000 ha",19250
"Thailand 2009","Thailand",2009,"Total Population - Both sexes","1000 persons",67813.654,"Cereals, primary","Production","tonnes",37363714.6,"Cropland","1000 ha",20079
"Thailand 2010","Thailand",2010,"Total Population - Both sexes","1000 persons",68270.489,"Cereals, primary","Production","tonnes",40933902.61,"Cropland","1000 ha",20260
"Thailand 2011","Thailand",2011,"Total Population - Both sexes","1000 persons",68712.846,"Cereals, primary","Production","tonnes",43447714.68,"Cropland","1000 ha",20260
"Thailand 2012","Thailand",2012,"Total Population - Both sexes","1000 persons",69157.023,"Cereals, primary","Production","tonnes",43438509,"Cropland","1000 ha",21160
"Thailand 2013","Thailand",2013,"Total Population - Both sexes","1000 persons",69578.602,"Cereals, primary","Production","tonnes",42040227,"Cropland","1000 ha",21510
"Thailand 2014","Thailand",2014,"Total Population - Both sexes","1000 persons",69960.943,"Cereals, primary","Production","tonnes",37855165.68,"Cropland","1000 ha",21610
"Thailand 2015","Thailand",2015,"Total Population - Both sexes","1000 persons",70294.397,"Cereals, primary","Production","tonnes",32890604.99,"Cropland","1000 ha",21710
"Thailand 2016","Thailand",2016,"Total Population - Both sexes","1000 persons",70607.037,"Cereals, primary","Production","tonnes",36677356.95,"Cropland","1000 ha",21810
"Thailand 2017","Thailand",2017,"Total Population - Both sexes","1000 persons",70898.202,"Cereals, primary","Production","tonnes",38169115.77,"Cropland","1000 ha",21910
"Thailand 2018","Thailand",2018,"Total Population - Both sexes","1000 persons",71127.802,"Cereals, primary","Production","tonnes",37866984.01,"Cropland","1000 ha",22010
"Thailand 2019","Thailand",2019,"Total Population - Both sexes","1000 persons",71307.763,"Cereals, primary","Production","tonnes",33614125.66,"Cropland","1000 ha",22110
"Thailand 2020","Thailand",2020,"Total Population - Both sexes","1000 persons",71475.664,"Cereals, primary","Production","tonnes",35528126.97,"Cropland","1000 ha",22210
"United States of America 1961","United States of America",1961,"Total Population - Both sexes","1000 persons",179087.278,"Cereals, primary","Production","tonnes",163619978,"Cropland","1000 ha",182509
"United States of America 1962","United States of America",1962,"Total Population - Both sexes","1000 persons",181917.809,"Cereals, primary","Production","tonnes",162455780,"Cropland","1000 ha",178991
"United States of America 1963","United States of America",1963,"Total Population - Both sexes","1000 persons",184649.873,"Cereals, primary","Production","tonnes",174812487,"Cropland","1000 ha",181443
"United States of America 1964","United States of America",1964,"Total Population - Both sexes","1000 persons",187277.378,"Cereals, primary","Production","tonnes",160937079,"Cropland","1000 ha",179839
"United States of America 1965","United States of America",1965,"Total Population - Both sexes","1000 persons",189703.283,"Cereals, primary","Production","tonnes",183602617,"Cropland","1000 ha",178873
"United States of America 1966","United States of America",1966,"Total Population - Both sexes","1000 persons",191830.975,"Cereals, primary","Production","tonnes",184444880,"Cropland","1000 ha",177550
"United States of America 1967","United States of America",1967,"Total Population - Both sexes","1000 persons",193782.438,"Cereals, primary","Production","tonnes",208158055,"Cropland","1000 ha",176307
"United States of America 1968","United States of America",1968,"Total Population - Both sexes","1000 persons",195743.427,"Cereals, primary","Production","tonnes",202538423,"Cropland","1000 ha",182795
"United States of America 1969","United States of America",1969,"Total Population - Both sexes","1000 persons",197859.329,"Cereals, primary","Production","tonnes",205288170,"Cropland","1000 ha",191014
"United States of America 1970","United States of America",1970,"Total Population - Both sexes","1000 persons",200328.34,"Cereals, primary","Production","tonnes",186860751,"Cropland","1000 ha",190500
"United States of America 1971","United States of America",1971,"Total Population - Both sexes","1000 persons",202907.917,"Cereals, primary","Production","tonnes",237624461,"Cropland","1000 ha",189900
"United States of America 1972","United States of America",1972,"Total Population - Both sexes","1000 persons",205238.39,"Cereals, primary","Production","tonnes",228117866,"Cropland","1000 ha",189300
"United States of America 1973","United States of America",1973,"Total Population - Both sexes","1000 persons",207314.764,"Cereals, primary","Production","tonnes",237683006,"Cropland","1000 ha",188800
"United States of America 1974","United States of America",1974,"Total Population - Both sexes","1000 persons",209277.968,"Cereals, primary","Production","tonnes",204617505,"Cropland","1000 ha",188218
"United States of America 1975","United States of America",1975,"Total Population - Both sexes","1000 persons",211274.535,"Cereals, primary","Production","tonnes",249283743,"Cropland","1000 ha",188218
"United States of America 1976","United States of America",1976,"Total Population - Both sexes","1000 persons",213270.022,"Cereals, primary","Production","tonnes",258200097,"Cropland","1000 ha",188218
"United States of America 1977","United States of America",1977,"Total Population - Both sexes","1000 persons",215437.405,"Cereals, primary","Production","tonnes",266014469,"Cropland","1000 ha",188293
"United States of America 1978","United States of America",1978,"Total Population - Both sexes","1000 persons",217881.437,"Cereals, primary","Production","tonnes",276602542,"Cropland","1000 ha",190624
"United States of America 1979","United States of America",1979,"Total Population - Both sexes","1000 persons",220463.115,"Cereals, primary","Production","tonnes",302625580,"Cropland","1000 ha",190624
"United States of America 1980","United States of America",1980,"Total Population - Both sexes","1000 persons",223140.018,"Cereals, primary","Production","tonnes",269883982,"Cropland","1000 ha",190624
"United States of America 1981","United States of America",1981,"Total Population - Both sexes","1000 persons",225654.008,"Cereals, primary","Production","tonnes",330889528,"Cropland","1000 ha",190624
"United States of America 1982","United States of America",1982,"Total Population - Both sexes","1000 persons",228001.418,"Cereals, primary","Production","tonnes",333103755,"Cropland","1000 ha",189799
"United States of America 1983","United States of America",1983,"Total Population - Both sexes","1000 persons",230389.964,"Cereals, primary","Production","tonnes",207657604,"Cropland","1000 ha",189799
"United States of America 1984","United States of America",1984,"Total Population - Both sexes","1000 persons",232766.28,"Cereals, primary","Production","tonnes",314749500,"Cropland","1000 ha",189799
"United States of America 1985","United States of America",1985,"Total Population - Both sexes","1000 persons",235146.182,"Cereals, primary","Production","tonnes",347118216,"Cropland","1000 ha",189799
"United States of America 1986","United States of America",1986,"Total Population - Both sexes","1000 persons",237512.783,"Cereals, primary","Production","tonnes",315331216,"Cropland","1000 ha",189799
"United States of America 1987","United States of America",1987,"Total Population - Both sexes","1000 persons",239853.168,"Cereals, primary","Production","tonnes",280494047,"Cropland","1000 ha",187776
"United States of America 1988","United States of America",1988,"Total Population - Both sexes","1000 persons",242287.814,"Cereals, primary","Production","tonnes",206528100,"Cropland","1000 ha",187776
"United States of America 1989","United States of America",1989,"Total Population - Both sexes","1000 persons",244954.094,"Cereals, primary","Production","tonnes",284238058,"Cropland","1000 ha",187776
"United States of America 1990","United States of America",1990,"Total Population - Both sexes","1000 persons",248083.732,"Cereals, primary","Production","tonnes",312410604,"Cropland","1000 ha",187776
"United States of America 1991","United States of America",1991,"Total Population - Both sexes","1000 persons",251560.189,"Cereals, primary","Production","tonnes",280063390.6,"Cropland","1000 ha",187776
"United States of America 1992","United States of America",1992,"Total Population - Both sexes","1000 persons",255175.339,"Cereals, primary","Production","tonnes",353025147.36,"Cropland","1000 ha",186180
"United States of America 1993","United States of America",1993,"Total Population - Both sexes","1000 persons",258779.753,"Cereals, primary","Production","tonnes",259105342.37,"Cropland","1000 ha",184948
"United States of America 1994","United States of America",1994,"Total Population - Both sexes","1000 persons",262273.589,"Cereals, primary","Production","tonnes",355934923.57,"Cropland","1000 ha",184139
"United States of America 1995","United States of America",1995,"Total Population - Both sexes","1000 persons",265660.556,"Cereals, primary","Production","tonnes",277601210,"Cropland","1000 ha",184139
"United States of America 1996","United States of America",1996,"Total Population - Both sexes","1000 persons",268984.347,"Cereals, primary","Production","tonnes",335780123.06,"Cropland","1000 ha",181306
"United States of America 1997","United States of America",1997,"Total Population - Both sexes","1000 persons",272395.438,"Cereals, primary","Production","tonnes",336582161.49,"Cropland","1000 ha",180092
"United States of America 1998","United States of America",1998,"Total Population - Both sexes","1000 persons",275835.018,"Cereals, primary","Production","tonnes",349425744.46,"Cropland","1000 ha",179282
"United States of America 1999","United States of America",1999,"Total Population - Both sexes","1000 persons",279181.581,"Cereals, primary","Production","tonnes",335364364,"Cropland","1000 ha",178068
"United States of America 2000","United States of America",2000,"Total Population - Both sexes","1000 persons",282398.554,"Cereals, primary","Production","tonnes",342631506,"Cropland","1000 ha",178068
